100	0.2	Ebola	0.5	0.2
<person.Person object at 0x1022a50f0>	<person.Person object at 0x103249320>	False	False	Ebola
<person.Person object at 0x1022a50f0>	<person.Person object at 0x1032494a8>	False	False	Ebola
<person.Person object at 0x1022a50f0>	<person.Person object at 0x1032494e0>	False	False	Ebola
<person.Person object at 0x1022a50f0>	<person.Person object at 0x1032499b0>	False	True	None
<person.Person object at 0x1022a50f0>	<person.Person object at 0x102284d30>	False	True	None
<person.Person object at 0x1022a50f0>	<person.Person object at 0x1032499b0>	False	True	None
<person.Person object at 0x1022a50f0>	<person.Person object at 0x103249f98>	False	True	None
<person.Person object at 0x1022a50f0>	<person.Person object at 0x103249e80>	False	True	None
<person.Person object at 0x1022a50f0>	<person.Person object at 0x103249390>	False	False	Ebola
<person.Person object at 0x1022a50f0>	<person.Person object at 0x1032493c8>	False	False	Ebola
<person.Person object at 0x1022a50f0>	<person.Person object at 0x1032496d8>	Did infect	False	None
<person.Person object at 0x1022a50f0>	<person.Person object at 0x103249240>	False	False	Ebola
<person.Person object at 0x1022a50f0>	<person.Person object at 0x103249828>	False	True	None
<person.Person object at 0x1022a50f0>	<person.Person object at 0x103249e80>	False	True	None
<person.Person object at 0x1022a50f0>	<person.Person object at 0x103249358>	False	False	Ebola
<person.Person object at 0x1022a50f0>	<person.Person object at 0x103249f28>	False	True	None
<person.Person object at 0x1022a50f0>	<person.Person object at 0x103249438>	False	False	Ebola
<person.Person object at 0x1022a50f0>	<person.Person object at 0x1032492b0>	False	False	Ebola
<person.Person object at 0x1022a50f0>	<person.Person object at 0x1032494a8>	False	False	Ebola
<person.Person object at 0x1022a50f0>	<person.Person object at 0x103249e10>	Did infect	False	None
<person.Person object at 0x1022a50f0>	<person.Person object at 0x1032495c0>	False	True	None
<person.Person object at 0x1022a50f0>	<person.Person object at 0x103249828>	False	True	None
<person.Person object at 0x1022a50f0>	<person.Person object at 0x103249358>	False	False	Ebola
<person.Person object at 0x1022a50f0>	<person.Person object at 0x1032510b8>	Did infect	False	None
<person.Person object at 0x1022a50f0>	<person.Person object at 0x103249710>	False	True	None
<person.Person object at 0x1022a50f0>	<person.Person object at 0x103251518>	Did infect	False	None
<person.Person object at 0x1022a50f0>	<person.Person object at 0x103249b38>	False	True	None
<person.Person object at 0x1022a50f0>	<person.Person object at 0x1032499b0>	False	True	None
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x103251278>	False	True	None
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x103249780>	False	True	None
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x103251470>	False	True	None
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x103251400>	Did infect	False	None
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x103249390>	False	False	Ebola
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x103249e80>	False	True	None
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x1022a5ef0>	False	False	Ebola
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x103249320>	False	False	Ebola
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x1022a5f60>	False	False	Ebola
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x103249828>	False	True	None
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x1032494e0>	False	False	Ebola
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x103249e80>	False	True	None
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x103249860>	False	True	None
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x103251278>	False	True	None
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x103251278>	False	True	None
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x1032495c0>	False	True	None
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x1022a5f60>	False	False	Ebola
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x103251208>	False	True	None
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x103249828>	False	True	None
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x103249438>	False	False	Ebola
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x1032494a8>	False	False	Ebola
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x1022a50f0>	False	True	None
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x103249438>	False	False	Ebola
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x103249d68>	Did infect	False	None
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x1032493c8>	False	False	Ebola
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x103249828>	False	True	None
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x103249ac8>	Did infect	False	None
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x103249390>	False	False	Ebola
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x1032493c8>	False	False	Ebola
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x103249e80>	False	True	None
<person.Person object at 0x1022a5ef0>	<person.Person object at 0x1032494a8>	False	False	Ebola
<person.Person object at 0x1022a5f60>	<person.Person object at 0x1032514e0>	Did infect	False	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103249b70>	False	True	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103249908>	Did infect	False	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x1032492b0>	False	False	Ebola
<person.Person object at 0x1022a5f60>	<person.Person object at 0x1032494e0>	False	False	Ebola
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103249ef0>	Did infect	False	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x1022a50f0>	False	True	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103249860>	False	True	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103249eb8>	Did infect	False	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103249320>	False	False	Ebola
<person.Person object at 0x1022a5f60>	<person.Person object at 0x1032492b0>	False	False	Ebola
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103249390>	False	False	Ebola
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103249828>	False	True	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x1032494a8>	False	False	Ebola
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103251278>	False	True	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103249780>	False	True	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103251208>	False	True	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x1032512e8>	Did infect	False	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103251630>	Did infect	False	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103249390>	False	False	Ebola
<person.Person object at 0x1022a5f60>	<person.Person object at 0x1032495c0>	False	True	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103249358>	False	False	Ebola
<person.Person object at 0x1022a5f60>	<person.Person object at 0x1032495c0>	False	True	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x102284d30>	False	True	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x1030d7860>	False	False	Ebola
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103249e10>	Did infect	False	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103249550>	False	False	Ebola
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103249358>	False	False	Ebola
<person.Person object at 0x1022a5f60>	<person.Person object at 0x1032492e8>	False	False	Ebola
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103249da0>	Did infect	False	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103249240>	False	False	Ebola
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103251278>	False	True	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103249860>	False	True	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x1022a5f60>	False	False	Ebola
<person.Person object at 0x1022a5f60>	<person.Person object at 0x1032493c8>	False	False	Ebola
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103249e80>	False	True	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103249908>	Did infect	False	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103249e80>	False	True	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x1032495c0>	False	True	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103249a90>	False	True	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x1032510f0>	Did infect	False	None
<person.Person object at 0x1022a5f60>	<person.Person object at 0x1032493c8>	False	False	Ebola
<person.Person object at 0x1022a5f60>	<person.Person object at 0x103249470>	False	False	Ebola
<person.Person object at 0x1030d7860>	<person.Person object at 0x102284d30>	False	True	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x1032492b0>	False	False	Ebola
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249710>	False	True	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x1022a5f60>	False	True	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249780>	False	True	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249470>	False	False	Ebola
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249f28>	False	True	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249828>	False	True	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249518>	False	False	Ebola
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249320>	False	False	Ebola
<person.Person object at 0x1030d7860>	<person.Person object at 0x102284d30>	False	True	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x103251208>	False	True	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249cc0>	Did infect	False	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249f28>	False	True	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x1030d7860>	False	False	Ebola
<person.Person object at 0x1030d7860>	<person.Person object at 0x1032494e0>	False	False	Ebola
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249a90>	False	True	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249400>	False	False	Ebola
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249da0>	Did infect	False	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249e10>	Did infect	False	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249550>	False	False	Ebola
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249588>	Did infect	False	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249390>	False	False	Ebola
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249a90>	False	True	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x103251470>	False	True	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x1032510b8>	Did infect	False	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249320>	False	False	Ebola
<person.Person object at 0x1030d7860>	<person.Person object at 0x103251668>	Did infect	False	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249400>	False	False	Ebola
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249400>	False	False	Ebola
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249da0>	Did infect	False	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x1032499b0>	False	True	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x1022a5f60>	False	True	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249240>	False	False	Ebola
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249d68>	Did infect	False	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x103249f28>	False	True	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x1022a50f0>	False	True	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x103251470>	False	True	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x1032510b8>	Did infect	False	None
<person.Person object at 0x1030d7860>	<person.Person object at 0x103251208>	False	True	None
<person.Person object at 0x103249240>	<person.Person object at 0x103249eb8>	Did infect	False	None
<person.Person object at 0x103249240>	<person.Person object at 0x1022a50f0>	False	True	None
<person.Person object at 0x103249240>	<person.Person object at 0x103251278>	False	True	None
<person.Person object at 0x103249240>	<person.Person object at 0x103249b38>	False	True	None
<person.Person object at 0x103249240>	<person.Person object at 0x103249780>	False	True	None
<person.Person object at 0x103249240>	<person.Person object at 0x103249860>	False	True	None
<person.Person object at 0x103249240>	<person.Person object at 0x103251470>	False	True	None
<person.Person object at 0x103249240>	<person.Person object at 0x103249518>	False	False	Ebola
<person.Person object at 0x103249240>	<person.Person object at 0x1032494e0>	False	False	Ebola
<person.Person object at 0x103249240>	<person.Person object at 0x1032493c8>	False	False	Ebola
<person.Person object at 0x103249240>	<person.Person object at 0x1032494e0>	False	False	Ebola
<person.Person object at 0x103249240>	<person.Person object at 0x103249b70>	False	True	None
<person.Person object at 0x103249240>	<person.Person object at 0x103249860>	False	True	None
<person.Person object at 0x103249240>	<person.Person object at 0x103249550>	False	False	Ebola
<person.Person object at 0x103249240>	<person.Person object at 0x103251470>	False	True	None
<person.Person object at 0x103249240>	<person.Person object at 0x103251470>	False	True	None
<person.Person object at 0x103249240>	<person.Person object at 0x103249438>	False	False	Ebola
<person.Person object at 0x103249240>	<person.Person object at 0x103251470>	False	True	None
<person.Person object at 0x103249240>	<person.Person object at 0x103249320>	False	False	Ebola
<person.Person object at 0x103249240>	<person.Person object at 0x103249cc0>	Did infect	False	None
<person.Person object at 0x103249240>	<person.Person object at 0x103249240>	False	False	Ebola
<person.Person object at 0x103249240>	<person.Person object at 0x1032499b0>	False	True	None
<person.Person object at 0x103249240>	<person.Person object at 0x103249f28>	False	True	None
<person.Person object at 0x103249240>	<person.Person object at 0x103249470>	False	False	Ebola
<person.Person object at 0x103249240>	<person.Person object at 0x103249400>	False	False	Ebola
<person.Person object at 0x103249240>	<person.Person object at 0x103249518>	False	False	Ebola
<person.Person object at 0x103249240>	<person.Person object at 0x1032515f8>	Did infect	False	None
<person.Person object at 0x103249240>	<person.Person object at 0x103249908>	Did infect	False	None
<person.Person object at 0x103249240>	<person.Person object at 0x103249b70>	False	True	None
<person.Person object at 0x103249240>	<person.Person object at 0x103249400>	False	False	Ebola
<person.Person object at 0x103249240>	<person.Person object at 0x1032494a8>	False	False	Ebola
<person.Person object at 0x103249240>	<person.Person object at 0x103249e10>	Did infect	False	None
<person.Person object at 0x103249240>	<person.Person object at 0x1032492b0>	False	False	Ebola
<person.Person object at 0x103249240>	<person.Person object at 0x103249a90>	False	True	None
<person.Person object at 0x103249240>	<person.Person object at 0x103249828>	False	True	None
<person.Person object at 0x103249240>	<person.Person object at 0x1032494e0>	False	False	Ebola
<person.Person object at 0x103249240>	<person.Person object at 0x103251208>	False	True	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x103251240>	Did infect	False	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249550>	False	False	Ebola
<person.Person object at 0x1032492b0>	<person.Person object at 0x1032494e0>	False	False	Ebola
<person.Person object at 0x1032492b0>	<person.Person object at 0x1022a5f60>	False	True	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x1032494e0>	False	False	Ebola
<person.Person object at 0x1032492b0>	<person.Person object at 0x1022a50f0>	False	True	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249b38>	False	True	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x1032494e0>	False	False	Ebola
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249470>	False	False	Ebola
<person.Person object at 0x1032492b0>	<person.Person object at 0x103251668>	Did infect	False	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249f98>	False	True	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x103251208>	False	True	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249438>	False	False	Ebola
<person.Person object at 0x1032492b0>	<person.Person object at 0x1022a5f60>	False	True	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x1032492e8>	False	False	Ebola
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249da0>	Did infect	False	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249390>	False	False	Ebola
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249320>	False	False	Ebola
<person.Person object at 0x1032492b0>	<person.Person object at 0x1032494e0>	False	False	Ebola
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249d68>	Did infect	False	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x103251518>	Did infect	False	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x1032515f8>	Did infect	False	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249860>	False	True	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249320>	False	False	Ebola
<person.Person object at 0x1032492b0>	<person.Person object at 0x1032493c8>	False	False	Ebola
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249390>	False	False	Ebola
<person.Person object at 0x1032492b0>	<person.Person object at 0x1032493c8>	False	False	Ebola
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249d68>	Did infect	False	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x1032494e0>	False	False	Ebola
<person.Person object at 0x1032492b0>	<person.Person object at 0x103251438>	Did infect	False	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249b38>	False	True	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x1032515c0>	Did infect	False	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249b38>	False	True	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249438>	False	False	Ebola
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249780>	False	True	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249438>	False	False	Ebola
<person.Person object at 0x1032492b0>	<person.Person object at 0x103251128>	Did infect	False	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x1032498d0>	Did infect	False	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249550>	False	False	Ebola
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249320>	False	False	Ebola
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249550>	False	False	Ebola
<person.Person object at 0x1032492b0>	<person.Person object at 0x1022a5f60>	False	True	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x1032493c8>	False	False	Ebola
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249ac8>	Did infect	False	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x1032492b0>	False	False	Ebola
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249588>	Did infect	False	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x1032512e8>	Did infect	False	None
<person.Person object at 0x1032492b0>	<person.Person object at 0x103249390>	False	False	Ebola
<person.Person object at 0x1032492e8>	<person.Person object at 0x103251278>	False	True	None
<person.Person object at 0x1032492e8>	<person.Person object at 0x103249470>	False	False	Ebola
<person.Person object at 0x1032492e8>	<person.Person object at 0x103251208>	False	True	None
<person.Person object at 0x1032492e8>	<person.Person object at 0x1032499e8>	Did infect	False	None
<person.Person object at 0x1032492e8>	<person.Person object at 0x1032492e8>	False	False	Ebola
<person.Person object at 0x1032492e8>	<person.Person object at 0x102284d30>	False	True	None
<person.Person object at 0x1032492e8>	<person.Person object at 0x103249710>	False	True	None
<person.Person object at 0x1032492e8>	<person.Person object at 0x1032499b0>	False	True	None
<person.Person object at 0x1032492e8>	<person.Person object at 0x103249a58>	Did infect	False	None
<person.Person object at 0x1032492e8>	<person.Person object at 0x103249f28>	False	True	None
<person.Person object at 0x1032492e8>	<person.Person object at 0x1032494e0>	False	False	Ebola
<person.Person object at 0x1032492e8>	<person.Person object at 0x103249358>	False	False	Ebola
<person.Person object at 0x1032492e8>	<person.Person object at 0x103249d68>	Did infect	False	None
<person.Person object at 0x1032492e8>	<person.Person object at 0x103249358>	False	False	Ebola
<person.Person object at 0x1032492e8>	<person.Person object at 0x103249470>	False	False	Ebola
<person.Person object at 0x1032492e8>	<person.Person object at 0x103249a58>	Did infect	False	None
<person.Person object at 0x1032492e8>	<person.Person object at 0x1032493c8>	False	False	Ebola
<person.Person object at 0x1032492e8>	<person.Person object at 0x103249828>	False	True	None
<person.Person object at 0x1032492e8>	<person.Person object at 0x103251048>	Did infect	False	None
<person.Person object at 0x1032492e8>	<person.Person object at 0x103249780>	False	True	None
<person.Person object at 0x1032492e8>	<person.Person object at 0x103249a90>	False	True	None
<person.Person object at 0x1032492e8>	<person.Person object at 0x1032495f8>	Did infect	False	None
<person.Person object at 0x1032492e8>	<person.Person object at 0x103251358>	Did infect	False	None
<person.Person object at 0x1032492e8>	<person.Person object at 0x103249f98>	False	True	None
<person.Person object at 0x1032492e8>	<person.Person object at 0x1032497f0>	Did infect	False	None
<person.Person object at 0x1032492e8>	<person.Person object at 0x103249860>	False	True	None
<person.Person object at 0x1032492e8>	<person.Person object at 0x1032496d8>	Did infect	False	None
<person.Person object at 0x1032492e8>	<person.Person object at 0x1032513c8>	Did infect	False	None
<person.Person object at 0x1032492e8>	<person.Person object at 0x103249da0>	Did infect	False	None
